epoch_idx	precision@20	recall@20	ndcg@20	precision@40	recall@40	ndcg@40	precision@60	recall@60	ndcg@60	precision@80	recall@80	ndcg@80	precision@100	recall@100	ndcg@100
1.0	0.0035410765558481216	0.029734209179878235	0.013345446911064669	0.003302054014056921	0.05532832071185112	0.01978303031958981	0.0031840179581195116	0.07858224958181381	0.024970697747324043	0.0030475391540676355	0.10052439570426941	0.02940932097894498	0.003031161380931735	0.12432074546813965	0.034013327435934444
2.0	0.00474504241719842	0.040324319154024124	0.01919935244365258	0.004545856732875109	0.07339923083782196	0.027705008255317087	0.004196175839751959	0.10128248482942581	0.033912579454298576	0.0040722377598285675	0.12723305821418762	0.039447955219329214	0.003939447458833456	0.15323102474212646	0.04453452726696639
3.0	0.005727691575884819	0.04865935444831848	0.021965647204364572	0.005090297665446997	0.08237779140472412	0.030676109795030833	0.004686024505645037	0.11315885186195374	0.03750105307189209	0.004503806587308645	0.1445568948984146	0.04399061923686518	0.004387393593788147	0.17400527000427246	0.04979891206294772
4.0	0.006612960249185562	0.05428267642855644	0.02440887168737329	0.005820644553750753	0.09356246143579483	0.0345254876563957	0.005406043492257595	0.13187284767627716	0.04293486034658423	0.00509251095354557	0.16469277441501617	0.04969611836703415	0.004902620334178209	0.19733159244060516	0.05605178689599495
5.0	0.006666076835244894	0.05586210638284683	0.025059146055084587	0.005931302905082703	0.09641916304826736	0.03555832245066933	0.005633262917399406	0.13826364278793335	0.04475988471492018	0.00524079380556941	0.16981936991214752	0.05128225890574569	0.0050070821307599545	0.20183159410953522	0.05752524572560202
6.0	0.007082153111696243	0.0605950728058815	0.02663441223919335	0.006183605175465345	0.1006065160036087	0.037054062805935734	0.005792610812932253	0.1403597593307495	0.04591942572075565	0.005389075726270676	0.17368456721305847	0.05276130502200253	0.005175283178687096	0.20725028216838837	0.05931885986217375
7.0	0.0069582159630954266	0.058264490216970444	0.026840043561590515	0.006320821586996317	0.10426491498947144	0.03853087254802408	0.005763102322816849	0.13882744312286377	0.046385221415687974	0.005537358578294516	0.17714552581310272	0.05431326664759715	0.005288597662001848	0.20772792398929596	0.060419815956209384
8.0	0.007728399708867073	0.06519187986850739	0.030045490549786186	0.006790014449506998	0.1122003048658371	0.04195848181017147	0.006185080390423536	0.14864890277385712	0.0502659572596464	0.0057387566193938255	0.18343260884284973	0.05739665382871889	0.005408993922173977	0.21428588032722473	0.0634785957943464
9.0	0.00880842749029398	0.07377476245164871	0.033939409661145135	0.007520361803472042	0.12233666330575943	0.04639363130210252	0.006710340268909931	0.16297173500061035	0.05542834956149733	0.006079585757106543	0.19374315440654755	0.06188015036117138	0.005690509919077158	0.22536680102348328	0.06807862925193105
10.0	0.009472379460930824	0.07899348437786102	0.03751014077996945	0.008100212551653385	0.13126301765441895	0.05092773888530863	0.007235600147396326	0.17443621158599854	0.06056261341161649	0.0064713177271187305	0.2051677256822586	0.06702909461219014	0.00603222381323576	0.23837736248970032	0.0734834574751731
11.0	0.010295679792761803	0.08565434068441391	0.04044688948844004	0.008688916452229023	0.1419847011566162	0.05482557181924388	0.007775614038109779	0.18685908615589142	0.06495861568246912	0.007053382229059935	0.2241203635931015	0.07273804857159924	0.0064730872400105	0.25352105498313904	0.07860929766661956
12.0	0.010747166350483894	0.08939079195261002	0.04264471937772802	0.00914040394127369	0.14697755873203278	0.05751097115994874	0.008224151097238064	0.19527781009674072	0.06846381934778778	0.007434047758579254	0.234096497297287	0.07648913845462994	0.006862605456262827	0.26855987310409546	0.08327600069280791
13.0	0.011092422530055046	0.09134688973426819	0.043829206023083225	0.009215652011334896	0.1479027420282364	0.05838908255339607	0.00823595467954874	0.1954212188720703	0.06911744813901748	0.007597821764647961	0.23879212141036987	0.07814196228073039	0.007021953817456961	0.2741868793964386	0.08508279240125367
14.0	0.011163243092596531	0.09119710326194763	0.04448824914796814	0.00968927051872015	0.1555316001176834	0.061018037252204595	0.008575307205319405	0.2031792551279068	0.07177037056520222	0.007823565974831581	0.24430708587169647	0.08040924814732985	0.007229107432067394	0.2821306586265564	0.08773959923286773
15.0	0.01133144460618496	0.092255137860775	0.04619290076995273	0.009884030558168888	0.15707623958587646	0.06299086069623668	0.008802525699138641	0.20689800381660461	0.07428378748927773	0.007956355810165405	0.24921363592147827	0.08301475654681137	0.007367209065705538	0.2859554886817932	0.09027675934411843
16.0	0.011694405227899551	0.09579303860664368	0.04718585037442354	0.010043378919363022	0.1583491712808609	0.06351793995275556	0.008873348124325275	0.20854318141937256	0.07477439747133909	0.008104639127850533	0.25238946080207825	0.08389808654711674	0.007468130439519882	0.28940513730049133	0.09116068135577289
17.0	0.011933429166674614	0.09520682692527771	0.048591987848265655	0.010224859230220318	0.16023510694503784	0.06546816046197539	0.00903269648551941	0.21228225529193878	0.07713153109813192	0.00823521614074707	0.2549765706062317	0.08609256171106124	0.007597378920763731	0.29294294118881226	0.0935760490619973
18.0	0.012101629748940468	0.0970655232667923	0.04896148224778407	0.010264696553349495	0.16098186373710632	0.06553434518273647	0.00913302693516016	0.21198244392871857	0.07712011119304926	0.008348087780177593	0.2594301998615265	0.08684759802911211	0.007655806839466095	0.29508158564567566	0.0939341608188734
19.0	0.012376062572002411	0.09698344022035599	0.04917589072377328	0.010494865477085114	0.16532865166664124	0.0667008994427405	0.00925991591066122	0.2152189463376999	0.07805375670629738	0.008465385995805264	0.26097550988197327	0.08759066432436667	0.007758498657494783	0.2986832857131958	0.09499437825500497
20.0	0.012756728567183018	0.10011155158281326	0.050554532650560556	0.010702903382480145	0.16917771100997925	0.068132643081517	0.009416312910616398	0.21842965483665466	0.0794658408653451	0.008516289293766022	0.2614057958126068	0.08847755320760292	0.00772485788911581	0.29681509733200073	0.09534906333896227
21.0	0.012924929149448872	0.10119199007749557	0.05127555751438844	0.010698477737605572	0.1669009029865265	0.06811123266210067	0.009395657107234001	0.2179795652627945	0.07971591445536101	0.00852956809103489	0.26263535022735596	0.08905048110289769	0.007875354029238224	0.3023605942726135	0.09683727472954273
22.0	0.012818696908652782	0.10077998042106628	0.05061280389851636	0.01068519800901413	0.16691599786281586	0.06760120060262437	0.00944582186639309	0.22005842626094818	0.07956879840153426	0.00862030778080225	0.26422318816185	0.08892182488212913	0.007894828915596008	0.30376532673835754	0.09657257252132323
23.0	0.012924929149448872	0.10113675892353058	0.05137962091984489	0.010764872655272484	0.16724678874015808	0.06841507176227399	0.009575661271810532	0.22248342633247375	0.08084395922805464	0.00878186896443367	0.2693316638469696	0.09069740737020048	0.00800460297614336	0.3073917329311371	0.09814333400187858
24.0	0.012898372486233711	0.09992443770170212	0.050734034207637904	0.010933073237538338	0.16885164380073547	0.06854782083393732	0.00965238455682993	0.22184675931930542	0.08055442796762721	0.008804000914096832	0.2697930634021759	0.090521326719279	0.007983356714248657	0.3062684237957001	0.09761815835252557
25.0	0.013341006822884083	0.10513811558485031	0.05275504944050803	0.011176523752510548	0.17230181396007538	0.07022663000133961	0.009773371741175652	0.22564837336540222	0.08223061713184683	0.008801788091659546	0.2708253562450409	0.09158763191613198	0.008054178208112717	0.30877599120140076	0.09905297625723856
26.0	0.013217068277299404	0.10287148505449295	0.052094800055910356	0.011242917738854885	0.17390859127044678	0.07047942640560799	0.009876653552055359	0.2269168645143509	0.0824863213994801	0.00891687348484993	0.272794246673584	0.09202741762281023	0.008128540590405464	0.30966994166374207	0.09928394106205889
27.0	0.013447239063680172	0.10420811921358109	0.05188632721292263	0.0112606231123209	0.1751929372549057	0.07014874894033273	0.009917966090142727	0.2274216115474701	0.08207820917392669	0.0089699886739254	0.2740393877029419	0.09176871004088868	0.008171034045517445	0.3123272657394409	0.0992176157752059
28.0	0.013376416638493538	0.104251928627491	0.0520327626072289	0.011211932636797428	0.1749163120985031	0.0701030486604098	0.01001239474862814	0.2294246107339859	0.08263131041712161	0.00897220242768526	0.27386513352394104	0.09186148125068144	0.008271954022347927	0.3158670961856842	0.10004455670403847
29.0	0.013402974233031273	0.10537661612033844	0.05193184033302712	0.011278328485786915	0.17467589676380157	0.06981450048318592	0.010000590234994888	0.22898048162460327	0.08223317664247479	0.0090341717004776	0.27650922536849976	0.09202001554753468	0.008286118507385254	0.3167504072189331	0.09990636932555408
30.0	0.013695113360881805	0.10720373690128326	0.05231046087424809	0.011371282860636711	0.17453402280807495	0.06976865010945202	0.010050755925476551	0.2293812483549118	0.08221673773577322	0.00915146991610527	0.2801152467727661	0.09266804637996877	0.008268413133919239	0.31598061323165894	0.09969367710644181
31.0	0.013208216056227684	0.10295901447534561	0.0514175754279077	0.011349150910973549	0.17217901349067688	0.06959939073909657	0.010095019824802876	0.2296735644340515	0.08254657978241085	0.009193520061671734	0.27913913130760193	0.09276712662756523	0.008360481821000576	0.31774261593818665	0.10032188345523654
32.0	0.013482648879289627	0.10379235446453094	0.05191581781867336	0.011442103423178196	0.17389553785324097	0.07021468643848665	0.010213055647909641	0.23172736167907715	0.08329345539417057	0.00916917435824871	0.27837225794792175	0.09291573681736309	0.008332152850925922	0.3151133358478546	0.10019684586937877
33.0	0.013535764068365097	0.1042395532131195	0.05200426976744636	0.011552762240171432	0.17587852478027344	0.07059477047014533	0.010269122198224068	0.23365870118141174	0.08363477891041972	0.00915146991610527	0.27697646617889404	0.09268213361225344	0.00832684151828289	0.31434929370880127	0.10005226669803818
34.0	0.013464943505823612	0.10453692823648453	0.05250796870956131	0.011725390329957008	0.1788458526134491	0.07187265494635267	0.010366502217948437	0.23601002991199493	0.08477720051736555	0.009224504232406616	0.27958089113235474	0.09384228408468015	0.008376415818929672	0.3173592686653137	0.10125602244068917
35.0	0.013836756348609924	0.10671041905879974	0.05284475882226438	0.011738669127225876	0.17836661636829376	0.07148605698900917	0.010375353507697582	0.23592828214168549	0.0844388221510693	0.009315244853496552	0.2818024158477783	0.09401691061769833	0.008466714061796665	0.32010260224342346	0.10153470498753471
36.0	0.01377478800714016	0.1066904291510582	0.05330020505062203	0.011760801076889038	0.17868280410766602	0.07208105187892398	0.010428470559418201	0.23585548996925354	0.08503406339122925	0.009346229024231434	0.2812061309814453	0.09452526738716806	0.008484418503940105	0.3202948570251465	0.10213369403716802
37.0	0.013668554835021496	0.10515910387039185	0.05271055046552313	0.011698831804096699	0.1782214641571045	0.07156388475325046	0.010416666977107525	0.2357977032661438	0.08468203592530024	0.009313032031059265	0.2812742590904236	0.09412825080326168	0.008445466868579388	0.31777048110961914	0.10134893535570755
38.0	0.013633144088089466	0.10409805178642273	0.05236327037781729	0.011681127361953259	0.17745283246040344	0.07131865317335373	0.010437323711812496	0.23746687173843384	0.08487814107230413	0.009366147220134735	0.28280699253082275	0.09438098779065672	0.00845077820122242	0.3180568814277649	0.10135994063142352
39.0	0.01366855576634407	0.10368340462446213	0.051639750438279904	0.011689978651702404	0.17644231021404266	0.07054879127686613	0.010540604591369629	0.2380354255437851	0.08447873057768931	0.009390492923557758	0.2816387116909027	0.09367612322592	0.008512746542692184	0.31866106390953064	0.10097497399657146
40.0	0.013872168026864529	0.10415910184383392	0.05263681253323948	0.011831621639430523	0.17769885063171387	0.07165313115674476	0.01048158761113882	0.23579588532447815	0.08480387336954966	0.009328523650765419	0.2791520953178406	0.09390945279777843	0.008473795838654041	0.31539568305015564	0.10112304761355487
